요리명,재료(계량 포함),재료,레시피,관련 질환,질환별 추천 식재료
스테이크카나페,"소등심(100g), 소금(0.3g), 후춧가루(0.03g), 로즈마리(0.5g)
애호박(20g), 양파(20g), 가지(20g), 파프리카(20g)
토마토(20g)
- 소스 : 발사믹소스(20g), 설탕(10g), 마늘(20g), 사과(20g)","후춧가루, 소등심, 소금, 로즈마리, 가지, 애호박, 파프리카, 양파, 토마토, 사과, 마늘, 설탕, - 소스 : 발사믹소스","1. 소등심은 소금과 후춧가루, 로즈마리를
뿌려 약 30분 이상 숙성을 시킨다.2. 애호박은 동그랗게 자르고, 양파는 형태
그대로 떼어내고, 가지는 직사각형으로
잘라 준비한다.3. 파프리카는 속을 파내고 작은 사각으로
자르고, 토마토는 씨를 제거하고
네모지게 잘라 준비해 놓는다.4. 사과는 껍질을 깨끗이 씻어 길쭉하게
썰어놓는다.5. 발사믹소스에 설탕과 마늘을 넣고 썰어
놓은 사과채를 넣어 잘 섞은 후 바글바글
끓여 소스를 만들어놓는다.6. 팬이 따끈해지면, 호박과 양파, 가지를
구워 내고, 팬에 소등심을 앞뒤로 구워
먹기 좋은 크기로 자른 뒤 구워 놓은
양파와 호박, 가지에 각각 올리고,
끓여놓은 소스와 파프리카, 토마토를
얹어 완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
꽃밥,"라이스페퍼(50g), 당근(20g), 달걀(30g), 시금치(20g)
소금(0.5g), 돼지고기(50g), 마늘(10g), 대파(10g), 맛술(10g)
저염간장(20g), 설탕(10g), 통깨(5g), 참기름(5g)
후춧가루(0.02g), 고구마(30g), 두부(20g), 토마토(20g)
양파(20g), 견과류(20g)","당근, 시금치, 라이스페퍼, 달걀, 돼지고기, 소금, 맛술, 마늘, 대파, 저염간장, 통깨, 설탕, 참기름, 토마토, 고구마, 후춧가루, 두부, 견과류, 양파","1. 당근은 채를 곱게 썰어 준비한다.2. 달걀은 노란자와 흰자로 나눠 각각
지단을 부쳐 약 5cm 길이로 채를
썰어놓는다.3. 시금치는 끓는 물에 소금을 넣고 파랗게
데쳐 물기를 제거하고 무쳐놓는다.4. 돼지고기는 마늘, 파, 설탕, 맛술, 간장,
후춧가루, 통깨, 참기름을 넣고 30분간
숙성시킨 뒤 팬에 볶아서 준비한다.5. 고구마는 삶아 으깨고, 두부는 소창에
물기를 짜고, 토마토와 양파, 견과류는
입자있게 다져섞는다.6. 라이스 페이퍼를 따뜻한 물에 담궜
다가 바로 꺼내어 으깬 고구마(⑤)를
먼저 깔고, 그 위에 준비한 재료(②,
③, ④)를 올려 돌돌 말은 뒤 먹기 좋은
크기로 썰어 완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
버섯만두찜,"밀가루(100g), 시금치가루(10g), 호박가루(10g)
백년초가루(10g), 물 (40g),식용유(3g), 소금(0.5g)
양파(20g), 양송이버섯(30g), 새송이버섯(20g)
표고버섯(30g), 두부(20g), 소금(0.5g), 새우(20g), 마늘(10g)
우유(200g), 생크림(20g)","밀가루, 호박가루, 시금치가루, 식용유, 백년초가루, 물, 소금, 양송이버섯, 새송이버섯, 양파, 소금, 두부, 새우, 표고버섯, 마늘, 우유, 생크림","1. 밀가루를 세 개로 나눠 호박가루와
백년초가루, 시금치가루를 각각 넣고
물, 식용유, 소금을 넣어 반죽 한 후
비닐봉지에 담아 1~2시간 정도 숙성
시킨다.2. 양파, 마늘, 버섯들은 입자있게 다져
준비한다.3. 두부는 소창을 이용하여 물기를 짜낸다.4. 새우는 껍질과 내장을 제거하고 다져,
마늘을 넣고 골고루 섞어준다.5. 다진 채소(②), 으깬 두부(③), 새우
(④)를 넣고 섞어서 만두소를 만들어
준다.6. 숙성된 만두 반죽(①)을 얇게 밀어
꽃 모양으로 찍어 만두소(⑤)를 넣은
뒤, 반죽을 맞잡아 모양을 만든다.
우유와 생크림을 끓인 뒤 만들어 놓은
만두를 넣고 은근히 찜을 하듯이 익혀
완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
떡갈비주먹밥,"다진소고기(70g), 다진돼지고기(50g), 찹쌀가루(10g), 밥(30g)
대파(10g), 후춧가루(0.02g), 맛술(10g), 저염간장(10g)
생크림(10g), 식용유(20g), 새송이버섯(20g), 시금치(20g)
당근(20g), 양파(20g), 마늘(10g), 떡볶이떡(10g)
저염간장(20g), 올리고당(20g)","밥, 찹쌀가루, 다진돼지고기, 다진소고기, 맛술, 저염간장, 대파, 후춧가루, 시금치, 식용유, 새송이버섯, 생크림, 당근, 떡볶이떡, 마늘, 양파, 저염간장, 올리고당","1. 소고기와 돼지고기에 찹쌀가루와 밥을
넣고 골고루 섞는다.2. 섞여진 고기(1)에 파와 후춧가루, 간장,
맛술, 생크림을 넣고 다시 잘 섞어 30분
이상 숙성을 시킨다.3. 새송이버섯은 다지고, 시금치는 뜨거운
물에 데쳐 물기를 제거하고 잘게 다지고,
당근도 다져 준비한다.4. 양파와 마늘은 다져서 볶아 준비해
놓는다.5. 떡볶이 떡은 뜨거운 물에 잠시 담그어
부드러워지면 꺼내서 잘게 다진다.6. 숙성된 고기(②)에 다진 채소(③)와 볶은
마늘과 양파(④), 떡볶이떡(⑤)을 넣고
섞이도록 치댄 후 작은 떡갈비 모양을
만들어 팬에 기름을 두르고, 앞뒤를 돌려
가며 익힌 후, 냄비에 간장과 올리고당을
넣고 끓이다가, 익힌 떡갈비를 넣고 자작
하게 졸여 완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
홍합죽,"쌀(100g), 참기름(5g), 홍합(50g), 양파(20g), 당근(20g)
표고버섯(20g), 건새우(15g)
- 육수 : 건새우(15g), 다시마(10g)","참기름, 쌀, 당근, 양파, 홍합, 표고버섯, 건새우, - 육수 : 건새우, 다시마","1. 쌀은 깨끗이 씻어 약 30분 이상 불려
물기를 빼고 절구에 빻아놓는다.2. 냄비에 물을 넣고, 다시마와 건새우 반을
넣고 끓여 간단한 육수를 만들어 놓는다.3. 건새우 반은 다져서 따로 준비하고,
양파와 당근은 입자있게 다지고, 버섯을
편으로 썰어 준비한다.4. 홍합은 끓는 물에 소금을 넣고 데쳐
껍질을 제거해 놓는다.5. 냄비에 참기름을 넣고 빻아 놓은 쌀을
넣어 은근히 볶는다.6. 볶은 쌀(⑤)에 육수(②)를 붓고
끓이다가 양파, 당근, 버섯(③)과
홍합(④)을 넣고 어우러지게 나무
주걱으로 저어가면 끓이다가 죽이
다 익을 때쯤 다져 놓은 건새우
(③)를 넣고 한 번 더 끓인 후 완성
한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
샐러드돈가스,"돼지등심(120g), 정종(10g), 소금(0.3g), 후춧가루(0.02g)
우유(30g), 밀가루(20g), 달걀(50g), 빵가루(20g)
튀김기름(400g)
- 소스 : 삶은 달걀(50g), 피클(20g), 마요네즈(20g)
- 곁들임채소 : 방울토마토(30g), 양상추(30g)
어린잎채소(10g), 파슬리가루(0.3g)","돼지등심, 정종, 후춧가루, 소금, 우유, 빵가루, 밀가루, 달걀, 튀김기름, 피클, - 소스 : 삶은 달걀, 마요네즈, - 곁들임채소 : 방울토마토, 양상추, 어린잎채소, 파슬리가루","1. 우유에 등심을 넣어 30분간 재워 놓은
뒤, 후춧가루, 정종을 발라 1시간 이상
숙성시킨다.2. 방울토마토는 반으로 잘라 준비한다.3. 양상추는 먹기 좋은 크기로 찢어 놓는다.4. 피클은 입자 있게 다져 준비한다.5. 숙성시킨 등심(①)은 물기를 제거하고,
먹기 좋은 크기로 썰어 밀가루, 달걀물,
빵가루 순으로 입혀, 튀김 기름
170~180℃ 온도에 약 3분 정도 튀긴
후 기름을 빼 놓는다.6. 삶은 달걀은 다지고 피클(④)에
마요네즈를 넣어 섞어 샐러드 소스를
만들고, 접시에 양상추를 깔고 그 위에
어린잎채소, 돈가스(⑤)와 방울토마토
(②)를 올려 소스와 함께 완성한다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
조개크림파스타,"스파게티(100g), 올리브오일(3g), 소금(0.3g), 양송이(20g)
새우(50g), 파슬리가루(0.3g), 버터(20g), 양파(20g), 마늘(20g)
밀가루(20g), 육수(100g), 우유(100g), 생크림(20g)
- 육수 : 조개(30g), 물(100g)","스파게티, 양송이, 소금, 올리브오일, 새우, 파슬리가루, 버터, 양파, 마늘, 밀가루, 우유, 생크림, 육수, - 육수 : 조개, 물","1. 스파게티는 끓는 물에 소금을 넣고 약
10분 정도 삶아 건져 올리브 오일에
살짝 발라 준비한다.2. 양송이는 껍질을 벗겨 편으로 썰어
놓는다.3. 마늘과 양파는 굵게 다져놓는다.4. 조개는 끓는 물에 데쳐 해감을 씻고,
삶은 물을 소창에 걸러 육수를 만들어
놓는다.5. 냄비에 버터를 넣고, 다진 마늘과
양파를 넣어 볶다가 밀가루를 넣고
은근히 볶는다.6. 볶고 있는 채소(⑤)에 육수(④)를 부어
한소끔 끓인 뒤, 우유와 생크림을 넣고
다시 끓으면 새우와 삶은 조개를 넣고
살짝 끓인 후, 삶아놓은 스파게티면
(①)을 넣고 한 번 더 끓이고 그 위에
파슬리 가루를 살짝 뿌려 완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
닭날개튀김,"닭봉(120g), 오렌지(30g), 레몬(20g), 생강즙(10g)
카레가루(30g), 튀김기름(400g)
- 소스 : 양파(20g), 땅콩(20g), 마요네즈(20g)
파스리가루(0.3g), 요거트(30g)
- 곁들임채소 : 어린잎(10g)","생강즙, 오렌지, 레몬, 닭봉, 카레가루, 튀김기름, - 소스 : 양파, 땅콩, 마요네즈, 파스리가루, 요거트, - 곁들임채소 : 어린잎","1. 닭날개는 끝을 잘라 뒤로 뒤집어 봉을
만든다.2. 오렌지즙과 레몬즙을 짜서 섞어 주고,
생강을 갈아 소창에 걸러 즙을 낸다.3. 닭봉(①)에 생강즙, 오렌지 ․ 레몬즙
(②)을 발라 숙성시킨 후 다시 카레
가루를 입힌다.4. 땅콩은 물기 없이 입자있게 다진다.5. 양파를 입자있게 다져 다진 땅콩과
마요네즈, 파슬리가루, 요거트를
넣고 골고루 섞어 소스를 만들어
놓는다.6. 카레가루를 입힌 닭봉은 튀김기름
170~180℃ 온도에서 약 3분 정도 튀겨
기름을 빼고, 접시에 어린잎을 담고
만들어 놓은 소스와 닭봉을 함께 제공
하여 완성한다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
해산물리조또,"보리쌀(50g), 당근(20g), 양파(20g), 마늘(10g), 대파(10g)
버터(10g), 오징어(50g), 새우(50g), 시금치(20g), 소금(0.2g)
생크림(20g), 우유(100g), 치즈(50g), 파슬리가루(0.3g)
- 육수(100g) : 조개(30g), 다시마(10g)","당근, 보리쌀, 양파, 마늘, 대파, 오징어, 소금, 새우, 시금치, 버터, 우유, 치즈, 파슬리가루, 생크림, - 육수 : 조개, 다시마","1. 보리는 깨끗이 씻어 물에 약 30분 이상
불려 놓고, 당근, 양파, 마늘, 대파는
입자있게 다져 준비한다.2. 시금치는 끓는 물에 소금을 넣고 데친 후
생크림을 넣고 함께 갈아서 준비한다.3. 오징어는 껍질을 벗겨 안쪽에 칼집을
내어 새우와 함께 데치고, 조개는 해감
후 다시마를 넣고 삶은 뒤 소창에 걸러
육수를 만들어 놓는다.4. 냄비에 버터를 넣고, 다진 마늘과 양파
당근을 볶다가 불린 보리를 넣어 다시
볶는다.5. 볶아지는 냄비에 조개 삶은 육수를
넣어 끓인다.6. 끓여지는 냄비에 데친 조개와 해물,
치즈, 우유를 넣어 어우러지게 저어
가며 졸이듯 끓이다가 마지막에
시금치와 생크림 갈은 것(②)을
넣고 살짝 끓인 후 파슬리 가루를
살짝 뿌려 완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
떡완자조림,"다진 쇠고기(70g),다진 돼지고기(30g), 매실액(10g), 맛술(10g)
양파(20g), 당근(20g), 새송이버섯(20g), 마늘(20g), 대파(10g)
떡볶이떡(100g), 식용유(20g), 저염간장(20g), 올리고당(20g)
참기름(5g), 후춧가루(0.03g), 통깨(3g)","매실액, 다진 돼지고기, 다진 쇠고기, 맛술, 당근, 양파, 마늘, 대파, 새송이버섯, 떡볶이떡, 저염간장, 올리고당, 식용유, 후춧가루, 통깨, 참기름","1. 소고기와 돼지고기를 섞어, 후춧가루,
매실액, 맛술을 넣어 재워둔다.2. 양파와 당근, 새송이, 대파는 입자있게
다지고 마늘은 곱게 다져 준비한다.3. 재워둔 고기(①)에 파, 마늘, 양파,
당근, 새송이를 넣고 골고루 섞는다.4. 떡은 잘게 썰어 뜨거운 물에 잠시
담그어 놓는다.5. 섞어 놓은 고기(③)에 불려 놓은 떡을
섞는다.6. 고기반죽(⑤)을 조금씩 떼어 둥글게
완자를 빚고, 팬에 기름을 둘러 굴리듯이
굽는다. 냄비에 간장과 올리고당을 넣고
끓이다가 구운 완자와 참기름을 넣어
은근히 졸인 뒤 통깨를 얹어 완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
닭고기채소스파게티,"닭고기살(100g), 후춧가루(0.03g), 스파게티(60g), 올리브유(3g)
브로컬리(20g), 양송이(20g), 표고버섯(20g), 파프리카(20g)
당근(20g), 양파(20g), 다진마늘(10g), 토마토(20g)
토마토페스트(20g), 육수(50g), 토마토소스(20g), 케첩(20g)
생크림(20g)","올리브유, 스파게티, 닭고기살, 후춧가루, 표고버섯, 브로컬리, 파프리카, 양송이, 당근, 다진마늘, 토마토, 양파, 토마토페스트, 토마토소스, 케첩, 육수, 생크림","1. 닭살은 한 번 정도 펴서 후춧가루를
뿌려 사각지게 썰어 준비한다.2. 브로컬리는 살짝 데쳐 썰고, 양송이
버섯은 껍질을 벗겨 두툼하게 썰어
준비한다.3. 파프리카와 토마토는 속씨를 제거하고
사각으로 썰고, 당근, 양파, 표고버섯도
사각지게 썰어 준비한다.4. 스파게티는 끓는 물에 소금을 넣고 약
10분 정도 삶아 건져 올리브 오일을
살짝 발라 준비한다.5. 팬에 올리브 오일을 두르고, 따끈해지
면, 닭살을 먼저 볶는다.6. 닭고기살(⑤)에 준비한 채소(②,③)를
넣고 살짝 볶다가 토마토 페이스트를
넣어 다시 볶은 후 육수와 토마토소스,
케첩, 생크림을 넣고 끓인 후 삶아놓은
스파게티(④)를 넣고 한 번 더 끓여
완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
