,userID,age,sex,관심등록기관,관심등록질환,건강기능식품하트기록,레시피북마크기록
36,36,44,M,정자운동성,심근경색증,"[3379, 27234, 1139, 12910, 11434, 27693, 975, 18531, 12523, 29764, 5314, 24613, 29330, 9877, 10088, 18938, 5761, 28094, 11858, 10173, 13699, 14683, 12459, 3529, 6815, 26774, 17448, 6539, 19376, 10612, 1614, 2163, 2496, 11934, 25436, 12406, 26644, 17977, 757, 28677, 8815, 6976, 517, 546, 28087, 19058, 29180, 22974, 12232, 15912]","[1231, 217, 491, 224, 335, 606, 15, 629, 259, 771, 158, 454, 1222, 325, 1064, 237, 99, 994, 933, 1067, 1103, 351, 1035, 441, 794, 446, 308, 884, 735, 385, 253, 403, 773, 922, 134, 1044, 124, 1016, 171, 12, 1034, 270, 759, 1141, 840, 1092, 1164, 1161, 491, 1201]"
37,37,54,M,면역 기능,빈혈,"[13911, 21408, 22691, 11411, 28457, 28674, 29210, 29635, 11258, 17189, 11825, 3022, 23938, 18183, 16023, 29853, 29236, 17748, 12636, 30751, 22410, 4201, 16370, 1428, 17391, 23386, 14783, 8966, 19856, 25233, 8934, 10209, 10661, 30641, 4727, 13904, 14683, 25462, 12562, 26104, 1649, 16165, 2585, 13751, 5112, 5706, 10643, 15023, 9836, 5277]","[351, 721, 393, 8, 157, 510, 427, 1016, 1021, 1153, 1109, 269, 1076, 661, 396, 353, 493, 226, 608, 242, 174, 100, 786, 885, 1192, 365, 279, 169, 1044, 92, 516, 497, 498, 1015, 72, 1203, 46, 1043, 651, 1112, 875, 786, 829, 1217, 557, 469, 723, 151, 1059, 685]"
38,38,46,M,위  ,심근경색증,"[29169, 20583, 1636, 22206, 28396, 23702, 17155, 15602, 26766, 13003, 8971, 15982, 3745, 14351, 3337, 23111, 1217, 30011, 6723, 8533, 27889, 11197, 20925, 22310, 13615, 26468, 29572, 5862, 3630, 14679, 8958, 5851, 9046, 20363, 29778, 15098, 16596, 27328, 15464, 14203, 25183, 11729, 26517, 11272, 18689, 5849, 27854, 14174, 10764, 5908]","[748, 1158, 68, 832, 16, 868, 815, 1185, 1148, 601, 1133, 125, 140, 86, 339, 855, 790, 644, 777, 672, 538, 35, 576, 999, 45, 875, 203, 1169, 1066, 1060, 408, 383, 1198, 1042, 550, 124, 160, 598, 328, 859, 161, 23, 262, 798, 460, 945, 577, 465, 91, 48]"
39,39,59,M,눈 ,심근경색증,"[13619, 27413, 24746, 24860, 22926, 10483, 15239, 28437, 30698, 3104, 11576, 7829, 10007, 12363, 2654, 14033, 2013, 6879, 27850, 990, 12814, 21016, 9825, 13792, 28373, 19193, 7393, 21201, 19463, 30190, 16948, 11220, 12492, 26282, 25098, 12411, 13565, 17458, 24974, 30602, 9985, 2917, 18228, 16289, 22190, 20048, 25331, 22129, 2110, 24733]","[574, 59, 1001, 584, 972, 739, 881, 647, 144, 198, 643, 388, 870, 191, 1143, 500, 159, 631, 367, 556, 719, 630, 777, 741, 877, 165, 496, 429, 935, 128, 305, 416, 908, 802, 383, 883, 549, 1193, 1139, 1091, 146, 235, 145, 12, 554, 490, 761, 963, 113, 57]"
40,40,23,F,월경전변화 ,천식,"[23799, 14874, 11788, 12866, 26184, 14970, 19664, 20993, 23157, 18193, 609, 8230, 13841, 15489, 2604, 8256, 24109, 25714, 9617, 1640, 769, 384, 9778, 19578, 23939, 8283, 26060, 23139, 15416, 12373, 7886, 9286, 23587, 16535, 14330, 20519, 14835, 3199, 382, 11383, 1758, 6850, 2999, 19067, 20964, 11585, 1211, 15526, 7505, 18684]","[1117, 428, 497, 964, 1163, 409, 364, 853, 1028, 832, 256, 922, 867, 167, 661, 1025, 26, 124, 1177, 529, 569, 132, 57, 381, 1212, 941, 48, 649, 991, 117, 1060, 1177, 155, 562, 445, 435, 755, 1128, 1129, 380, 1045, 304, 849, 694, 908, 954, 1197, 544, 467, 214]"
41,41,46,F,전립선 ,천식,"[6716, 26672, 28725, 15372, 5433, 10331, 10402, 5652, 26427, 25776, 14342, 16466, 25416, 19416, 25616, 5097, 23817, 17777, 9749, 9202, 16858, 20636, 6299, 15253, 25036, 27098, 29608, 29400, 20451, 4696, 6937, 7600, 12599, 10299, 8109, 14817, 5120, 21458, 26070, 8151, 25660, 21597, 23761, 9359, 10066, 9365, 17015, 29711, 26890, 28874]","[1197, 236, 122, 278, 966, 382, 134, 516, 1033, 542, 158, 655, 630, 329, 1109, 955, 988, 985, 249, 939, 806, 1129, 634, 132, 478, 932, 91, 983, 537, 39, 563, 359, 421, 946, 517, 655, 152, 1024, 728, 284, 926, 485, 789, 258, 30, 638, 922, 625, 360, 199]"
42,42,40,M,혈중 중성지방 ,뇌졸중,"[13238, 26016, 25251, 3693, 6266, 8113, 9274, 27309, 15438, 3850, 15605, 30243, 1078, 13072, 10846, 30394, 25922, 9233, 21083, 9244, 10477, 29049, 6722, 14773, 18041, 18032, 23686, 12211, 4636, 14390, 4235, 22243, 15205, 11090, 11556, 4501, 30263, 4284, 12296, 5649, 4385, 27788, 2955, 18890, 3769, 1706, 2385, 21624, 18946, 20384]","[231, 18, 1214, 817, 439, 269, 719, 31, 832, 531, 150, 769, 972, 393, 1126, 1024, 1199, 746, 1084, 1132, 1024, 199, 318, 941, 1125, 547, 827, 396, 998, 758, 1084, 514, 976, 907, 1074, 55, 309, 227, 572, 520, 739, 744, 130, 463, 903, 57, 1141, 1155, 1135, 1240]"
43,43,41,F,체지방 감소,아토피성 피부염,"[18339, 18550, 13061, 16431, 16859, 21414, 30317, 17216, 6355, 30133, 4592, 21948, 23332, 29185, 13239, 21954, 14588, 28787, 11177, 7580, 17315, 20249, 5562, 25408, 28585, 844, 25001, 21056, 11757, 24837, 22961, 18213, 3157, 7358, 2099, 3966, 25368, 24223, 10463, 19078, 24135, 11787, 23430, 22212, 2808, 6787, 15086, 12419, 8753, 1425]","[53, 745, 345, 823, 296, 962, 663, 497, 250, 253, 161, 1112, 709, 717, 723, 470, 933, 320, 469, 383, 437, 410, 771, 253, 502, 257, 270, 1158, 744, 631, 826, 754, 281, 623, 425, 778, 908, 1002, 168, 657, 382, 23, 431, 239, 1210, 445, 1196, 657, 859, 1202]"
44,44,28,M,기억력 ,빈혈,"[20960, 25786, 5894, 10118, 19092, 4980, 24556, 8239, 12003, 19175, 27677, 12308, 1463, 1183, 28707, 3454, 7410, 11301, 9496, 25896, 26262, 16351, 30774, 13941, 1981, 8413, 29028, 13554, 10603, 27906, 17172, 7088, 9831, 2773, 10493, 16634, 22028, 19286, 9513, 18802, 9438, 23309, 12538, 22893, 1990, 23682, 26830, 11090, 30478, 24846]","[1223, 1061, 386, 229, 889, 211, 925, 1048, 82, 1143, 513, 371, 221, 449, 475, 673, 597, 765, 1085, 1035, 732, 994, 219, 1113, 667, 1219, 149, 781, 509, 982, 656, 731, 427, 739, 208, 170, 159, 253, 349, 922, 485, 888, 159, 309, 270, 768, 1042, 1187, 1130, 1148]"
45,45,31,F,질  ,당뇨병,"[30111, 24183, 3614, 12423, 317, 26342, 14387, 24059, 1229, 23971, 14138, 9037, 3278, 1216, 7260, 1454, 29221, 2277, 27199, 2194, 3041, 2447, 10824, 11333, 3882, 20065, 17419, 21220, 27314, 30184, 13713, 21723, 14859, 10373, 7519, 29766, 6653, 16908, 7004, 7855, 7218, 19354, 21067, 28660, 26232, 6208, 7785, 12690, 20420, 8934]","[850, 481, 700, 865, 513, 478, 718, 690, 10, 785, 70, 556, 128, 1042, 826, 390, 988, 137, 686, 812, 365, 763, 906, 847, 576, 128, 655, 251, 711, 1114, 717, 165, 262, 600, 521, 265, 372, 1069, 445, 850, 614, 715, 229, 404, 780, 807, 1099, 869, 148, 374]"
46,46,27,F,수면질 ,당뇨병,"[28253, 1367, 3141, 19932, 27351, 29075, 9580, 702, 11039, 21018, 4348, 16695, 8289, 27559, 23040, 5469, 23124, 28961, 17212, 2701, 2213, 328, 23995, 27616, 16739, 24718, 2748, 4910, 23134, 20954, 1028, 26655, 13035, 30557, 25140, 17100, 28410, 22296, 30498, 2192, 29589, 8531, 1765, 28770, 5992, 12570, 9678, 2101, 16499, 15746]","[1120, 446, 600, 148, 789, 936, 1183, 1185, 202, 170, 1168, 480, 421, 210, 439, 529, 44, 533, 338, 500, 484, 1241, 483, 121, 1127, 899, 1081, 238, 623, 880, 1008, 230, 844, 285, 35, 369, 582, 463, 881, 976, 626, 503, 1205, 47, 1210, 1125, 915, 47, 989, 480]"
47,47,51,M,콜레스테롤 ,아토피성 피부염,"[11139, 12689, 27996, 22782, 12043, 24676, 14369, 8459, 26668, 16989, 12181, 23684, 14387, 3095, 7934, 23349, 10340, 4893, 15467, 29681, 6812, 2864, 6957, 23014, 13817, 18562, 20353, 11561, 29748, 9920, 13358, 8898, 18612, 19845, 7991, 28262, 26975, 23437, 446, 7714, 3546, 7428, 5312, 21606, 8230, 15534, 355, 5680, 28991, 5113]","[303, 283, 1134, 455, 1067, 621, 874, 542, 165, 376, 169, 1010, 168, 680, 681, 1240, 494, 1168, 328, 798, 1218, 1020, 366, 208, 5, 279, 893, 388, 1064, 542, 753, 668, 1240, 557, 639, 247, 613, 90, 540, 372, 820, 558, 949, 84, 33, 1125, 331, 1178, 1037, 117]"
48,48,50,M,활성산소 제거,뇌졸중,"[3650, 12341, 27590, 26085, 29442, 813, 18778, 20153, 196, 27190, 12134, 21717, 13690, 17312, 5190, 1308, 8802, 15846, 7376, 7042, 28985, 5626, 18536, 26377, 23553, 15999, 329, 22707, 26007, 778, 21262, 17797, 11280, 28188, 16443, 221, 28362, 27374, 29697, 19505, 17990, 13292, 18840, 10023, 14492, 11978, 5180, 23806, 4392, 18625]","[485, 501, 781, 308, 244, 533, 970, 830, 422, 784, 1201, 213, 99, 662, 162, 363, 414, 202, 494, 533, 342, 10, 408, 927, 260, 690, 593, 1102, 326, 780, 697, 392, 210, 196, 313, 505, 918, 225, 932, 862, 676, 197, 208, 778, 392, 90, 787, 785, 1025, 326]"
49,49,28,M,근력 ,천식,"[6548, 14972, 22494, 10877, 26303, 25300, 7399, 18325, 13158, 11702, 27202, 19621, 12391, 6079, 5443, 22722, 23629, 24449, 9935, 5333, 3207, 14123, 27617, 16471, 3089, 22175, 8406, 5752, 24285, 30524, 22515, 14600, 18254, 7044, 27773, 11764, 7746, 15723, 10561, 8887, 17576, 15131, 13436, 13729, 10278, 20210, 20783, 11399, 28265, 3753]","[172, 629, 189, 584, 1179, 1000, 568, 366, 619, 69, 803, 745, 38, 674, 137, 51, 903, 968, 1087, 433, 897, 86, 979, 616, 871, 329, 310, 86, 522, 417, 7, 1181, 177, 599, 500, 599, 617, 1086, 441, 612, 223, 854, 410, 879, 1007, 286, 838, 483, 67, 227]"
50,50,41,F,긴장완화,고혈압,"[375, 10421, 15711, 5073, 3646, 24131, 18080, 28860, 6214, 8365, 21974, 10833, 17432, 29096, 25305, 1678, 19297, 21283, 18459, 4495, 18527, 28510, 9008, 9807, 24126, 20366, 11141, 20374, 770, 11835, 21935, 10640, 8644, 27837, 10661, 12284, 22124, 16597, 11333, 25492, 15342, 14196, 12598, 19522, 12613, 5663, 29078, 8996, 7256, 18094]","[260, 691, 1055, 620, 1145, 888, 1189, 903, 124, 6, 79, 242, 126, 1139, 512, 823, 1235, 68, 868, 1113, 543, 666, 745, 862, 610, 483, 928, 498, 653, 897, 335, 1109, 354, 344, 463, 48, 24, 451, 421, 1028, 1020, 32, 1175, 1103, 1129, 173, 1003, 1170, 685, 1017]"
51,51,57,M,요로 ,간염,"[11720, 14321, 19699, 12948, 10371, 9831, 20057, 6420, 21175, 6660, 25077, 21435, 9375, 13363, 4858, 11923, 6312, 4009, 22869, 9320, 12634, 8336, 8897, 7006, 25814, 15298, 10421, 30712, 25607, 12882, 6280, 23583, 23904, 10391, 2986, 12073, 14888, 12868, 26653, 16423, 22801, 27738, 7020, 2108, 9922, 7642, 21851, 21223, 16095, 12224]","[49, 898, 554, 594, 740, 650, 811, 334, 1075, 31, 775, 757, 504, 1053, 1191, 1001, 1106, 207, 575, 430, 1005, 1029, 934, 552, 1041, 764, 290, 634, 85, 1175, 394, 793, 1012, 759, 443, 702, 214, 852, 1218, 191, 953, 1235, 684, 448, 146, 86, 571, 506, 305, 117]"
52,52,47,F,전립선 ,심근경색증,"[11831, 3318, 9104, 18830, 2096, 21098, 27228, 3292, 10708, 10343, 16218, 10947, 17260, 20895, 7279, 17784, 16924, 20525, 27298, 4289, 1135, 9287, 5, 25886, 3240, 13120, 15060, 13226, 22354, 1959, 18867, 973, 25396, 21553, 23085, 13586, 18748, 11432, 10433, 17530, 26051, 3644, 21653, 30757, 1789, 23682, 5925, 17722, 14737, 14798]","[602, 466, 789, 168, 793, 217, 174, 134, 841, 774, 8, 363, 120, 1013, 452, 230, 212, 209, 546, 866, 451, 654, 1217, 562, 106, 1218, 318, 1102, 1228, 402, 1041, 532, 792, 478, 920, 688, 953, 518, 11, 614, 880, 572, 653, 1175, 900, 654, 1233, 618, 872, 811]"
53,53,18,M,전립선 ,아토피성 피부염,"[12742, 17966, 24867, 14398, 765, 25849, 14917, 28494, 26494, 6636, 21667, 27923, 622, 18631, 19320, 12682, 15345, 19336, 25330, 15527, 25118, 18476, 563, 19199, 9719, 29312, 11392, 7329, 5171, 16935, 14564, 17929, 13973, 11129, 18595, 6985, 8231, 22907, 25419, 1464, 29835, 5241, 1521, 19793, 4122, 15514, 18537, 8647, 3577, 24320]","[469, 1135, 511, 464, 697, 854, 273, 483, 1157, 26, 447, 478, 738, 575, 958, 801, 948, 452, 72, 980, 404, 227, 304, 1057, 603, 1063, 831, 849, 425, 85, 13, 686, 1146, 433, 447, 723, 57, 71, 267, 13, 417, 856, 1016, 260, 621, 576, 325, 613, 804, 56]"
54,54,54,M,혈당조절,천식,"[9467, 7679, 20935, 15133, 1255, 20842, 18052, 8461, 23808, 25508, 25925, 2375, 16902, 30552, 1619, 30412, 14149, 12595, 26303, 24188, 9545, 5756, 13819, 27294, 2316, 9382, 23016, 16943, 27699, 20874, 18877, 23064, 17279, 3297, 5003, 13499, 787, 2113, 27379, 1511, 6370, 25175, 27396, 5527, 8424, 21105, 970, 11183, 14514, 11786]","[944, 988, 501, 1158, 95, 597, 801, 509, 273, 343, 894, 972, 638, 1112, 252, 978, 358, 1063, 454, 104, 143, 261, 527, 490, 631, 1176, 300, 1003, 959, 1051, 1173, 462, 184, 432, 360, 772, 334, 152, 503, 1165, 205, 861, 734, 461, 224, 435, 1147, 486, 346, 1197]"
55,55,21,F,간 ,간염,"[9147, 22463, 22680, 1066, 14631, 11054, 5722, 23709, 27899, 1016, 10983, 6488, 7393, 12553, 3981, 28292, 10660, 16588, 2098, 8343, 11992, 7197, 17166, 10695, 30127, 19312, 5674, 25945, 25446, 30357, 6194, 14705, 30578, 17632, 14691, 7152, 24337, 27492, 25251, 5942, 7474, 10793, 4589, 529, 12193, 94, 1114, 20179, 2177, 22859]","[594, 977, 273, 801, 212, 920, 1032, 774, 1117, 867, 767, 129, 712, 1195, 367, 682, 509, 975, 558, 143, 872, 1046, 933, 391, 841, 874, 984, 543, 327, 1208, 177, 544, 466, 1088, 561, 989, 484, 584, 322, 651, 406, 103, 381, 597, 879, 406, 723, 1062, 732, 710]"
56,56,18,F,활성산소 제거,심근경색증,"[17842, 5786, 19386, 25417, 22324, 3823, 17531, 5593, 3984, 1199, 11615, 30382, 7961, 1933, 23077, 5563, 9987, 25380, 26397, 1323, 16827, 29264, 28254, 16078, 9835, 21385, 18872, 17588, 25454, 23338, 4098, 1740, 17530, 8056, 20729, 13401, 28783, 10779, 16776, 7666, 29156, 3632, 30172, 1077, 480, 17082, 20963, 14665, 3292, 17531]","[877, 552, 215, 960, 951, 711, 450, 835, 286, 552, 143, 915, 893, 312, 1227, 879, 1003, 169, 438, 1218, 12, 1039, 85, 790, 1038, 1072, 1171, 418, 1080, 429, 158, 762, 537, 475, 80, 311, 687, 912, 856, 945, 1223, 786, 49, 1116, 344, 866, 461, 969, 408, 1150]"
57,57,43,F,근력 ,아토피성 피부염,"[12620, 22012, 9881, 14876, 7690, 8834, 4004, 4350, 725, 14927, 4597, 6415, 13502, 14186, 23947, 2436, 121, 9799, 19081, 29091, 11557, 16149, 10340, 25159, 25457, 20689, 26432, 8569, 27414, 10332, 23309, 17465, 10353, 18291, 16882, 8547, 22286, 13753, 19920, 30057, 30473, 10426, 10310, 20865, 13249, 15634, 19451, 22479, 17181, 7447]","[1066, 962, 864, 592, 898, 837, 1071, 1218, 19, 1172, 1203, 539, 1002, 320, 927, 901, 1212, 886, 550, 295, 951, 94, 797, 578, 909, 98, 720, 346, 242, 702, 801, 459, 538, 1053, 310, 990, 1030, 565, 776, 723, 268, 82, 905, 783, 239, 1177, 210, 905, 12, 480]"
58,58,51,F,혈압조절,간염,"[20370, 15675, 30619, 20007, 14735, 26699, 24600, 9974, 11253, 28685, 9751, 7230, 7084, 29195, 27851, 6953, 27684, 25829, 8247, 17966, 15934, 13392, 2339, 16438, 8080, 10683, 6489, 30329, 4942, 8891, 17700, 7963, 29958, 5076, 20788, 22803, 12074, 19593, 24380, 25298, 8663, 6377, 13338, 22100, 13682, 25913, 13866, 3416, 18072, 1185]","[992, 1134, 1019, 347, 905, 450, 918, 641, 268, 1197, 142, 600, 959, 631, 518, 755, 189, 651, 1164, 1101, 758, 1046, 751, 4, 621, 27, 1221, 1221, 752, 227, 891, 448, 1160, 266, 784, 249, 1207, 262, 1225, 19, 938, 229, 1018, 382, 57, 1145, 1237, 943, 998, 1068]"
59,59,36,M,근력 ,협심증,"[8924, 12120, 5796, 27239, 7917, 3357, 16325, 9438, 1575, 20625, 11539, 28757, 2418, 13633, 26435, 24532, 18905, 25125, 21152, 28536, 4841, 18014, 5886, 16662, 7052, 24828, 24805, 16353, 19815, 29083, 12391, 15740, 10563, 24033, 17737, 1728, 18512, 155, 9929, 30622, 8545, 21608, 14554, 16791, 23959, 22455, 20154, 26686, 6382, 15449]","[492, 908, 890, 238, 35, 212, 823, 409, 753, 1043, 29, 442, 150, 968, 841, 1122, 1108, 346, 141, 123, 1118, 28, 510, 768, 53, 1210, 988, 748, 847, 129, 1021, 1123, 215, 47, 428, 312, 90, 1160, 893, 1036, 873, 981, 925, 63, 786, 1076, 605, 360, 561, 21]"
60,60,46,M,체지방 감소,아토피성 피부염,"[30331, 9838, 1301, 19197, 3781, 14254, 5923, 26212, 23703, 477, 23949, 1508, 23111, 20292, 24209, 10872, 23931, 23443, 715, 28646, 22764, 22802, 9438, 14898, 20190, 25627, 2611, 10130, 16060, 22242, 7938, 5229, 121, 19418, 6757, 7766, 2256, 12165, 14823, 272, 19341, 17062, 16509, 22724, 2595, 30640, 4513, 2501, 22109, 6841]","[424, 508, 122, 240, 309, 1132, 599, 1179, 178, 341, 381, 1101, 1141, 29, 10, 103, 1156, 804, 741, 895, 153, 1185, 1012, 775, 853, 555, 1096, 1091, 459, 307, 1229, 962, 163, 805, 294, 395, 648, 626, 431, 1026, 514, 755, 1139, 930, 426, 160, 188, 4, 14, 570]"
61,61,58,M,과민피부상태,아토피성 피부염,"[25670, 14114, 19075, 6678, 5468, 18272, 9318, 17976, 10969, 2888, 22538, 26097, 15112, 2142, 13730, 19875, 15312, 15942, 15240, 10584, 11133, 21390, 11582, 3766, 2719, 8342, 26601, 3218, 19141, 14410, 10074, 17154, 4442, 22344, 26347, 18386, 5701, 24004, 8862, 7396, 7224, 26899, 13322, 3624, 9794, 11766, 10620, 582, 5701, 20154]","[511, 139, 1003, 692, 68, 154, 308, 343, 566, 289, 933, 655, 330, 30, 89, 562, 671, 655, 778, 54, 1083, 951, 944, 23, 105, 273, 693, 1135, 1173, 894, 236, 1072, 550, 293, 603, 351, 0, 517, 571, 936, 272, 580, 97, 862, 546, 688, 1140, 849, 807, 55]"
62,62,34,M,체지방 감소,당뇨병,"[10432, 14009, 1008, 2759, 3301, 6932, 22514, 27899, 25787, 15495, 8922, 30273, 29233, 17177, 23646, 5608, 26072, 10494, 1287, 19186, 14017, 9523, 22028, 23022, 2530, 957, 8242, 24217, 29801, 12285, 3441, 17344, 26689, 18367, 26759, 7954, 29505, 2537, 17866, 30668, 8840, 17519, 11981, 1142, 8833, 26647, 653, 829, 15154, 22194]","[324, 183, 1128, 1144, 587, 1218, 107, 318, 433, 28, 613, 664, 192, 382, 1193, 477, 755, 872, 1002, 1, 993, 368, 161, 719, 623, 658, 1133, 34, 263, 766, 114, 95, 455, 45, 1228, 94, 519, 627, 1150, 500, 357, 901, 1135, 1017, 948, 219, 832, 714, 888, 945]"
63,63,55,M,활성산소 제거,아토피성 피부염,"[12473, 8247, 23817, 17983, 14014, 1129, 6365, 7694, 8413, 22224, 1060, 10793, 18985, 5055, 29842, 5744, 14323, 25549, 7809, 28968, 27330, 7919, 25915, 24789, 20606, 16702, 4246, 27341, 3175, 18087, 24324, 15647, 29867, 13025, 22869, 1227, 15396, 7198, 17047, 8511, 28754, 30565, 13347, 12901, 1650, 22245, 29778, 24417, 29373, 12522]","[1004, 980, 1045, 1140, 207, 13, 46, 623, 15, 515, 209, 817, 436, 344, 168, 442, 968, 1156, 402, 1199, 372, 58, 719, 127, 264, 643, 894, 487, 844, 319, 427, 637, 234, 135, 482, 634, 533, 1233, 305, 960, 1039, 454, 564, 715, 450, 641, 1116, 701, 390, 144]"
64,64,57,M,체지방 감소,천식,"[13395, 5503, 15663, 24350, 14420, 565, 26770, 28425, 28145, 10713, 15533, 13831, 11261, 8044, 3655, 4908, 29357, 5811, 19327, 1968, 15555, 27352, 8027, 15042, 15678, 17981, 267, 21935, 26943, 13948, 30671, 2855, 15999, 27391, 8036, 27567, 25295, 29842, 28426, 14728, 10340, 22297, 18365, 17696, 13795, 9632, 5981, 26211, 19784, 23047]","[908, 93, 141, 1203, 606, 496, 1156, 205, 367, 530, 334, 380, 371, 455, 59, 97, 620, 782, 911, 614, 786, 614, 1154, 318, 848, 857, 629, 1235, 62, 938, 1235, 405, 412, 572, 668, 115, 174, 1099, 460, 336, 68, 803, 212, 990, 860, 467, 1036, 1182, 1062, 855]"
65,65,59,F,면역 기능,협심증,"[20629, 7421, 2180, 24496, 434, 8590, 6311, 478, 16797, 23826, 5099, 16343, 6495, 30695, 17988, 19235, 15923, 1476, 16664, 23165, 27177, 5989, 494, 26351, 6481, 793, 22446, 7009, 8992, 30694, 18438, 2679, 26535, 18297, 3706, 16558, 27982, 1626, 12414, 20577, 25538, 18335, 18388, 9006, 17603, 1423, 2802, 18281, 20263, 21614]","[1126, 889, 143, 973, 811, 497, 1060, 830, 338, 251, 1193, 759, 391, 858, 48, 709, 601, 956, 69, 1180, 427, 466, 428, 111, 375, 1231, 598, 225, 1028, 307, 990, 858, 974, 1226, 1186, 408, 384, 395, 1038, 1149, 420, 759, 1021, 225, 776, 323, 951, 581, 238, 323]"
66,66,21,F,갱년기남성 ,천식,"[13703, 23102, 25129, 6701, 9611, 26525, 14544, 28265, 15086, 9408, 7948, 16405, 13818, 14639, 24493, 12802, 30365, 11698, 17771, 28008, 20052, 754, 19913, 12128, 13349, 26503, 1737, 16627, 18548, 9739, 29414, 16418, 25269, 22607, 20619, 15753, 8246, 7187, 30344, 2198, 24956, 3634, 12936, 10564, 10276, 25792, 16920, 22523, 29405, 3425]","[1097, 254, 1217, 164, 1087, 99, 669, 780, 1030, 58, 1235, 872, 590, 38, 511, 517, 438, 944, 854, 131, 432, 275, 657, 641, 669, 895, 802, 93, 204, 701, 931, 127, 878, 218, 390, 390, 1109, 776, 391, 719, 250, 369, 1132, 767, 373, 987, 792, 1079, 768, 1186]"
67,67,29,M,근력 ,뇌졸중,"[8927, 12475, 12909, 18961, 3848, 23283, 14575, 3160, 19771, 2936, 15036, 9220, 12173, 3659, 27734, 5721, 19498, 2376, 11896, 14730, 27254, 29201, 28396, 8151, 12549, 28024, 3049, 26778, 2532, 7165, 19650, 2208, 24101, 30252, 21058, 3286, 10297, 7971, 9409, 29789, 14657, 22566, 5784, 27314, 22706, 18785, 5374, 770, 28710, 21444]","[749, 609, 499, 730, 446, 781, 577, 322, 771, 119, 421, 1014, 1141, 81, 720, 564, 1063, 905, 336, 820, 672, 551, 361, 228, 564, 168, 754, 1119, 948, 301, 967, 1062, 1086, 556, 608, 1234, 454, 1050, 856, 172, 650, 231, 283, 96, 429, 293, 806, 1010, 185, 966]"
68,68,24,M,정자운동성,간염,"[8907, 8558, 1712, 6741, 5634, 24437, 5432, 10501, 13907, 8412, 3297, 8280, 16266, 30448, 16073, 3757, 28049, 6434, 23371, 22928, 20996, 10802, 20570, 2937, 17038, 13942, 2543, 4873, 21667, 6578, 19534, 14863, 5911, 22960, 1254, 26855, 18230, 813, 2657, 13469, 8213, 22003, 16517, 10451, 22651, 12781, 16719, 5521, 6648, 4746]","[807, 1152, 637, 1144, 688, 227, 1180, 1090, 160, 341, 836, 571, 1135, 389, 71, 1047, 789, 1014, 282, 902, 877, 108, 869, 702, 49, 592, 291, 1150, 837, 677, 641, 673, 1140, 781, 667, 921, 1165, 1191, 880, 144, 938, 940, 87, 930, 556, 614, 652, 21, 368, 437]"
69,69,32,F,피로 ,뇌졸중,"[19109, 20647, 28676, 25860, 20993, 29240, 30339, 19031, 8786, 29966, 8833, 3626, 18270, 17089, 29905, 13813, 13380, 26505, 788, 28630, 29759, 25284, 29636, 19120, 24023, 1482, 22046, 21172, 19474, 5877, 850, 2684, 17114, 4637, 17329, 16254, 27248, 19211, 5617, 13775, 17114, 6927, 13880, 23818, 4796, 14876, 6446, 14706, 18045, 540]","[107, 630, 277, 1174, 537, 598, 651, 1148, 151, 1050, 145, 484, 41, 825, 1204, 1132, 669, 1004, 486, 823, 348, 1221, 863, 580, 335, 580, 694, 815, 1121, 1169, 1092, 1216, 521, 305, 492, 394, 708, 44, 204, 724, 785, 838, 933, 684, 1142, 1057, 280, 639, 553, 857]"
70,70,45,F,배뇨기능 ,천식,"[8452, 15249, 4667, 10219, 28928, 8956, 30026, 3639, 20484, 27809, 3977, 14958, 19253, 27522, 12604, 21591, 831, 1112, 12018, 20446, 27894, 1330, 118, 29548, 2812, 17019, 1255, 26787, 7515, 27331, 10650, 29656, 14683, 17888, 29378, 24362, 24388, 8802, 6912, 18410, 21285, 29649, 19427, 9067, 27218, 19501, 855, 6582, 7078, 1907]","[1047, 1160, 848, 710, 80, 466, 1198, 1110, 366, 988, 631, 256, 1007, 1026, 597, 936, 866, 586, 1128, 282, 444, 845, 29, 569, 952, 1104, 762, 1145, 985, 781, 919, 1090, 1163, 1090, 969, 603, 1083, 324, 75, 1187, 81, 683, 1102, 1231, 46, 694, 1232, 439, 941, 771]"
71,71,25,F,운동수행 능력,뇌졸중,"[17901, 19291, 14353, 16822, 25358, 19448, 1768, 24703, 24870, 11325, 16895, 30116, 8547, 12100, 10172, 23789, 17481, 29975, 28071, 8782, 25600, 3465, 19135, 26365, 1345, 26096, 12691, 14098, 1029, 9985, 18968, 13772, 8178, 28973, 6228, 22472, 13908, 24657, 29044, 5901, 8893, 22972, 30716, 12725, 23968, 6436, 25323, 19432, 8387, 21784]","[471, 872, 1219, 490, 42, 1186, 798, 288, 768, 926, 384, 775, 519, 1056, 864, 541, 649, 53, 1040, 66, 775, 881, 94, 1073, 1074, 100, 399, 1075, 250, 1034, 1225, 422, 776, 931, 349, 732, 1135, 24, 848, 50, 408, 158, 748, 829, 756, 81, 910, 480, 409, 545]"
